('Thigpen ', 'Bay Springs', '31.95376472', '-89.23450472')
('Merced Municipal/MacReady ', 'Merced', '37.28472861', '-120.5138858')
('McGrath', 'McGrath', '62.95287361', '-155.6057625')
('Kansas City International', 'Kansas City', '39.29760528', '-94.71390556')
('McCook Municipal', 'McCook', '40.20638889', '-100.5918056')
('Middle Georgia Regional', 'Macon', '32.69284944', '-83.64921083')
('Orlando International', 'Orlando', '28.42888889', '-81.31602778')
('Mason City Municipal', 'Mason City', '43.1577925', '-93.33126056')
('White County', 'Monticello', '40.70881639', '-86.76676139')
('Martin County', 'Williamston', '35.86219306', '-77.17820278')
('Midland Airpark', 'Midland', '32.03652444', '-102.1010278')
('Mooreland Municipal', 'Mooreland', '36.48475778', '-99.19415778')
('Southern Illinois ', 'Carbondale', '37.77809583', '-89.25203111')
('Medfra', 'Medfra', '63.10577694', '-154.7189806')
('Madison Municipal', 'Madison', '44.01597222', '-97.08593333')
('Harrisburg Intl', 'Harrisburg', '40.19349528', '-76.76340361')
('Chicago Midway', 'Chicago', '41.7859825', '-87.75242444')
('Taylor County ', 'Medford', '45.10097556', '-90.30341')
('Laurinburg-Maxton', 'Maxton', '34.79193917', '-79.36584778')
('Key ', 'Meridian', '32.33313333', '-88.75120556')
('Meade Municipal', 'Meade', '37.27938889', '-100.3563056')
('Memphis International', 'Memphis', '35.04241667', '-89.97666667')
('Castle', 'Atwater', '37.38048056', '-120.5681889')
('Minden-Tahoe', 'Minden', '39.00030889', '-119.7508064')
('Mapleton Municipal', 'Mapleton', '42.178295', '-95.79364528')
('Mansfield Lahm Municipal', 'Mansfield', '40.82141667', '-82.51663889')
('McAllen Miller International', 'McAllen', '26.17583333', '-98.23861111')
('Marshfield Municipal', 'Marshfield', '44.63687972', '-90.18932667')
('Rogue Valley International', 'Medford', '42.37422778', '-122.8734978')
('Accomack County', 'Melfa', '37.64688889', '-75.76105556')
('Michigan City Municipal', 'Michigan City', '41.70331694', '-86.82124167')
('Orange Cty', 'Montgomery', '41.50998278', '-74.26465056')
('Montgomery Regional Apt', 'Montgomery', '32.30064417', '-86.39397611')
('Moultrie Municipal', 'Moultrie', '31.08490917', '-83.80325528')
('Morgantown Muni-Walter L. Bill Hart Fld.', 'Morgantown', '39.6429075', '-79.91631417')
('Dayton Wright Brothers', 'Dayton', '39.58897222', '-84.22486111')
('Mitchell Municipal', 'Mitchell', '43.77483333', '-98.03861111')
('Manhattan Regional', 'Manhattan', '39.14096722', '-96.67083278')
('Marshall Memorial Municipal', 'Marshall', '39.09575472', '-93.20287889')
('Minchumina', 'Minchumina', '63.880565', '-152.3006756')
('Metter Municipal', 'Metter', '32.37388889', '-82.07919444')
('Sacramento Mather', 'Sacramento', '38.55389694', '-121.2975908')
('Manchester', 'Manchester', '42.93451639', '-71.43705583')
('Mojave', 'Mojave', '35.05936472', '-118.1518561')
('Miami International', 'Miami', '25.79325', '-80.29055556')
('Minot AFB', 'NA', '48.415769', '-101.358039')
('Crystal', 'Minneapolis', '45.06198611', '-93.3539375')
('Delaware County', 'Muncie', '40.24234806', '-85.39586')
('Miami Municipal', 'Miami', '36.90922083', '-94.88750028')
('Shafter-Minter ', 'Shafter', '35.50592944', '-119.1915236')
('Millville Muni ', 'Millville', '39.36780556', '-75.07222222')
('Marshalltown Municipal', 'Marshalltown', '42.11272639', '-92.91778778')
('Jackson Municipal', 'Jackson', '43.65004111', '-94.98654611')
('Robert J. Miller Airpark', 'Toms River', '39.92749806', '-74.29237917')
('Miller Municipal', 'Miller', '44.52524444', '-98.95811444')
('Downtown', 'Kansas City', '39.12324111', '-94.592735')
('General Mitchell International', 'Milwaukee', '42.94722222', '-87.89658333')
('Muskegon County', 'Muskegon', '43.16948806', '-86.23822306')
('Mountain Empire', 'Marion', '36.8948525', '-81.349955')
('Molokai', 'Kaunakakai', '21.15288583', '-157.0962561')
('McKellar-Sipes Regional', 'Jackson', '35.59987944', '-88.91561611')
('Davis ', 'Muskogee', '35.65773028', '-95.36164889')
('Mankato Regional', 'Mankato', '44.22164528', '-93.91874333')
('Marksville Municipal', 'Marksville', '31.09466', '-92.06906861')
('Marco Island', 'Marco Island', '25.99502778', '-81.67252778')
('Melbourne International ', 'Melbourne', '28.10275', '-80.64580556')
('McAlester Regional', 'McAlester', '34.88240194', '-95.78346278')
('Millard', 'Omaha', '41.196', '-96.11227778')
('Milford Municipal', 'Milford', '38.4266325', '-113.0124564')
('Quad City', 'Moline', '41.44852639', '-90.50753917')
('Baldwin County', 'Milledgeville', '33.15419444', '-83.24061111')
('Marshall', 'Marshall', '61.8659225', '-162.0690456')
('Frank Wiley ', 'Miles City', '46.42795972', '-105.8862397')
('Millinocket Municipal', 'Millinocket', '45.64783611', '-68.68556194')
('Monroe Regional', 'Monroe', '32.51086556', '-92.03768778')
('Manley Hot Springs', 'Manley Hot Springs', '64.99756472', '-150.6441297')
('Mammoth Yosemite', 'Mammoth Lakes', '37.62404861', '-118.8377722')
('McMinn County', 'Athens', '35.39730333', '-84.56256861')
('Meriden-Markham Municipal', 'Meriden', '41.50871472', '-72.82947833')
('Marshall Muni - Ryan ', 'Marshall', '44.45006611', '-95.82234028')
('Morristown Municipal', 'Morristown', '40.79935', '-74.41487472')
('McMinnville Muni', 'McMinnville', '45.19444444', '-123.1359444')
('Mountain View', 'Mountain View', '36.99282694', '-91.71445611')
('Clarendon County', 'Manning', '33.58711111', '-80.20866667')
('Menominee-Marinette Twin County', 'Menominee', '45.12665028', '-87.63844056')
('Marion Municipal', 'Marion', '40.61625', '-83.06347222')
('Monroe County', 'Madisonville', '35.54537222', '-84.380235')
('Hamilton Municipal', 'Hamilton', '31.66592639', '-98.1486375')
('Washington Memorial', 'Washington', '38.59163472', '-90.99761444')
('Lawrence Smith Memorial', 'Harrisonville', '38.61102222', '-94.34213056')
('Mobile Regional', 'Mobile', '30.69141667', '-88.24283333')
('Modesto City-County-Harry Sham ', 'Modesto', '37.62581722', '-120.9544214')
('Mount Pleasant Municipal', 'Mount Pleasant', '43.62166833', '-84.737485')
('Moore-Murrell', 'Morristown', '36.17939639', '-83.37544944')
('Minot International', 'Minot', '48.25937778', '-101.2803339')
('Mountain Village', 'Mountain Village', '62.09536222', '-163.6820594')
('Morris Municipal', 'Morris', '45.56651667', '-95.96763611')
('Philadelphia Municipal', 'Philadelphia', '32.7995775', '-89.12589472')
('Petit Jean Park', 'Morrilton', '35.13886306', '-92.90919694')
('Pocono Mountains Muni', 'Mount Pocono', '41.1374775', '-75.37887833')
('McPherson', 'McPherson', '38.35243722', '-97.69133028')
('Edward F Knapp State', 'Barre-Montpelier', '44.203505', '-72.56232944')
('Mount Pleasant Municipal', 'Mount Pleasant', '40.94661389', '-91.511075')
('Macomb Municipal', 'Macomb', '40.52034556', '-90.65246389')
('Dare County Regional', 'Manteo', '35.91898806', '-75.69553944')
('Mount Comfort', 'Indianapolis', '39.84348556', '-85.89706389')
('Marquette County Airport', 'NA', '46.353639', '-87.395361')
('Telfair-Wheeler', 'McRae', '32.09577778', '-82.88002778')
('Smyrna', 'Smyrna', '36.00897944', '-86.52007667')
('Eastern Wv Reg/Shephard ', 'Martinsburg', '39.40193278', '-77.98458139')
('Maury County', 'Columbia-Mt Pleasant', '35.55413889', '-87.17891667')
('Marfa Municipal', 'Marfa', '30.37147222', '-104.0166944')
('Michael J. Smith', 'Beaufort', '34.73355028', '-76.66059611')
('Merrill ', 'Anchorage', '61.21437861', '-149.8461614')
('Iowa County', 'Mineral Point', '42.88532917', '-90.23198583')
('Morganton-Lenoir', 'Morganton', '35.82149222', '-81.61073639')
('Monterey Peninsula', 'Monterey', '36.5869825', '-121.8429478')
('Mount Pleasant Municipal', 'Mount Pleasant', '33.12936111', '-94.97563889')
('Northwest Alabama Regional ', 'Muscle Shoals', '34.74532028', '-87.61023222')
('Dane County Regional', 'Madison', '43.13985778', '-89.33751361')
('Missoula International', 'Missoula', '46.91630556', '-114.0905556')
('Minneapolis-St Paul Intl', 'Minneapolis', '44.88054694', '-93.2169225')
("Massena Int'l-Richards ", 'Massena', '44.93582722', '-74.84554583')
('Sullivan Cty Intl', 'Monticello', '41.70164917', '-74.79501389')
('New Orleans International ', 'New Orleans', '29.99338889', '-90.25802778')
('Florida Keys Marathon', 'Marathon', '24.72614083', '-81.05137806')
('Montrose Regional', 'Montrose', '38.50886722', '-107.8938333')
('Metlakatla SPB', 'Metlakatla', '55.13104528', '-131.5780675')
('Martin State', 'Baltimore', '39.32566333', '-76.41376556')
('Coles County Memorial', 'Mattoon-Charleston', '39.47793722', '-88.27923833')
('Montauk', 'Montauk', '41.07694333', '-71.92039972')
('Blue Ridge', 'Martinsville', '36.63074861', '-80.01834917')
('Manitowoc County', 'Manitowoc', '44.1287725', '-87.68058472')
('Waimea-Kohala', 'Kamuela', '20.00132694', '-155.6681072')
('Muscatine Municipal', 'Muscatine', '41.36786333', '-91.14821639')
('Monroe County', 'Monroeville', '31.45805306', '-87.35104028')
('Montevideo-Chippewa County ', 'Montevideo', '44.96905556', '-95.71025')
('Monte Vista Muni', 'Monte Vista', '37.52855833', '-106.0460533')
('Morrisville-Stowe State', 'Morrisville', '44.53460806', '-72.61400444')
('Machias Valley', 'Machias', '44.70311111', '-67.47861111')
('Mt Vernon-Outland', 'Mt. Vernon', '38.32335444', '-88.85847917')
('Marthas Vineyard', 'Marthas Vineyard', '41.39302583', '-70.6143325')
('Williamson County', 'Marion', '37.75313528', '-89.01159694')
('Lawrence J Timmerman', 'Milwaukee', '43.11092694', '-88.03442194')
('Grant County', 'Moses Lake', '47.20770806', '-119.3201897')
('Mount Airy-Surry County', 'Mount Airy', '36.459735', '-80.55295722')
('Mineral Wells Municipal', 'Mineral Wells', '32.78160556', '-98.060175')
('Windom Municipal', 'Windom', '43.91340167', '-95.10940833')
('Hook Field Municipal', 'Middletown', '39.53102778', '-84.39527778')
('Manila Municipal', 'Manila', '35.89444444', '-90.15456944')
('Monticello Municipal', 'Monticello', '42.22611111', '-91.16708333')
('Montgomery ', 'San Diego', '32.81573306', '-117.1395664')
('May Creek', 'May Creek', '61.33567417', '-142.686775')
('McCall', 'McCall', '44.88879556', '-116.1017497')
('Myrtle Beach International', 'Myrtle Beach', '33.67975', '-78.92833333')
('Mekoryuk', 'Mekoryuk', '60.37142', '-166.2706083')
('Yuba County', 'Marysville', '39.09777278', '-121.569825')
('Marysville Municipal', 'Marysville', '39.85416833', '-96.63021389')
('Pinal Airpark', 'Marana', '32.50984389', '-111.3253339')
('Marion Municipal', 'Marion', '40.49037278', '-85.67914389')
('Maben', 'Lexington', '42.27230778', '-74.39403667')
('Cortland Cty-Chase ', 'Cortland', '42.59264528', '-76.2148825')
('Griswold', 'Madison', '41.27118222', '-72.54972972')
('Lincoln Park', 'Lincoln Park', '40.94752444', '-74.31450139')
('Perkiomen Valley', 'Collegeville', '40.20404833', '-75.43026306')
('Lakewood', 'Lakewood', '40.0667825', '-74.17764167')
('Bloomsburg Muni', 'Bloomsburg', '40.99778111', '-76.43605583')
('Flying W', 'Lumbrerton', '39.93427778', '-74.80725')
('Sidney Muni', 'Sidney', '42.30258', '-75.41595639')
('Questa Municipal Nr 2', 'Questa', '36.80030556', '-105.5975')
('Westport ', '"Westport, NY"', '44.15838611', '-73.43290444')
('Bradford County', 'Towanda', '41.74324028', '-76.44457083')
('Magdalena', 'Magdalena', '34.09450778', '-107.2978142')
('Cherry Ridge', 'Honesdale', '41.51533861', '-75.25148139')
('Punxsutawney Muni', 'Punxsutawney', '40.96667472', '-78.93000528')
('Monticello', 'Monticello ', '41.62249167', '-74.70141111')
('Grand Canyon State', 'Wellsboro', '41.72790028', '-77.39651139')
('Sky Manor ', 'Pittstown', '40.56626889', '-74.97864139')
('Pottstown Muni', 'Pottstown', '40.26040083', '-75.67085306')
('Solberg-Hunterdon', 'Readington', '40.58286278', '-74.73656222')
('Stroudsburg-Pocono', 'East Stroudsburg', '41.03587167', '-75.16067889')
('New Garden Flying ', 'Toughkenamon', '39.83052639', '-75.76974472')
('Oneonta Muni', 'Oneonta', '42.52476694', '-75.06446167')
('Wings ', 'Ambler', '40.13647333', '-75.26702972')
('Chambersburg Muni', 'Chambersburg', '39.97295167', '-77.64326778')
('Stormville', 'Stormville', '41.57698222', '-73.73235278')
('Warwick Muni', 'Warwick', '41.28759361', '-74.28709472')
('Red Lion', 'Vincentown', '39.90415167', '-74.74954917')
('Northumberland Cty', 'Shamokin', '40.83692306', '-76.55245611')
('Hammonton Muni', 'Hammonton', '39.66746889', '-74.75773444')
('Wurtsboro-Sullivan Cty', 'Wurtsboro', '41.59720444', '-74.45840722')
('Alexandria ', 'Pittstown', '40.58757389', '-75.01942056')
('Trenton-Robbinsville', 'Robbinsville', '40.21394333', '-74.60179472')
('Joseph Y. Resnick', 'Ellenville', '41.72787111', '-74.37737583')
('New Golovin', 'Golovin', '64.55305556', '-163.0088889')
('Brandywine', 'West Chester', '39.99472222', '-75.58333333')
('Rockingham County NC Shiloh', 'Reidsville', '36.43722083', '-79.85101')
('Ashe County', 'West Jefferson', '36.43243111', '-81.41968472')
('Cavalier Municipal', 'Cavalier', '48.78388139', '-97.62981028')
('Ellendale Municipal', 'Ellendale', '46.01247194', '-98.51287889')
('Harvey Municipal', 'Harvey', '47.79123306', '-99.93174222')
('Kenmare Municipal', 'Kenmare', '48.66758278', '-102.0475944')
('Lakota Municipal', 'Lakota', '48.0313875', '-98.32788111')
('La Moure Rott Municipal', 'La Moure (New Site)', '46.34663556', '-98.28371')
('Linton Municipal', 'Linton', '46.21830472', '-100.2450028')
('Mott Municipal', 'Mott', '46.359725', '-102.3229389')
('Washburn Municipal', 'Washburn', '47.35305', '-101.0273681')
('Lakefront', 'New Orleans', '30.04242056', '-90.02825694')
('Plymouth Municipal', 'Plymouth', '43.77923806', '-71.75369056')
('Kamp ', 'Durhamville', '43.13472111', '-75.64890417')
('Millington Municipal', 'Millington', '35.35666667', '-89.87027778')
('Norton Municipal ', 'Norton', '39.84914444', '-99.89320583')
('Nulato', 'Nulato', '64.72981944', '-158.0731889')
('Nevada Municipal', 'Nevada', '37.85206528', '-94.30486472')
('Fulton Cty', 'Johnstown', '42.99821222', '-74.32955111')
('Nervino', 'Beckwourth', '39.82073556', '-120.3543767')
('Rogers ', 'Chester', '40.28235278', '-121.2411683')
('Colusa County', 'Colusa', '39.17903', '-121.9933611')
('Round Valley', 'Covelo', '39.79015444', '-123.2664025')
('Cherokee Nation', 'Stilwell', '35.75703083', '-94.64994417')
('Turlock Municipal', 'Turlock', '37.48743556', '-120.6968669')
('Garberville', 'Garberville', '40.08597806', '-123.8136397')
('Nevada County  Air Park', 'Grass Valley', '39.22402778', '-121.0030833')
('Kneeland', 'Eureka', '40.7193', '-123.9275531')
('Hoopa', 'Hoopa', '41.04290778', '-123.6683894')
('Columbia', 'Columbia', '38.03042306', '-120.4145556')
('Lee Vining', 'Lee Vining', '37.95825861', '-119.1065375')
('Lone Pine', 'Lone Pine', '36.58826667', '-118.0520314')
('Oakdale', 'Oakdale', '37.75634472', '-120.8002089')
('Ells Field-Willits Municipal', 'Willits', '39.45129778', '-123.3722844')
('Healdsburg Municipal', 'Healdsburg', '38.65352083', '-122.8994397')
('Reedley Municipal', 'Reedley', '36.66633917', '-119.4498483')
('Hollis Municipal', 'Hollis', '34.70839417', '-99.90871194')
('Haigh ', 'Orland', '39.72124194', '-122.1466508')
('Watts-Woodland', 'Woodland', '38.67387639', '-121.8720772')
('Woodlake', 'Woodlake', '36.39883833', '-119.1073289')
('Yerington Municipal', 'Yerington', '39.00408444', '-119.1579303')
('Hooker Municipal', 'Hooker', '36.85708306', '-101.2270903')
('Weed', 'Weed', '41.47487', '-122.4530739')
('Prague Municipal', 'Prague', '35.48201417', '-96.71862944')
('Little River', 'Little River', '39.26203778', '-123.7537347')
('Sutter County', 'Yuba City', '39.12655889', '-121.6091328')
('Medford Municipal', 'Medford', '36.79058417', '-97.74899722')
('Lonnie Pool /Weaverville', 'Weaverville', '40.7457', '-122.92197')
('Bryant ', 'Bridgeport', '38.26241917', '-119.2257094')
('Cedarville', 'Cedarville', '41.55267139', '-120.1663339')
('Cloverdale Municipal', 'Cloverdale', '38.7743525', '-122.9922217')
('Cameron Airpark', 'Cameron Park', '38.68407028', '-120.9871642')
('Okeene Municipal', 'Okeene', '36.11253667', '-98.3086825')
('Mariposa-Yosemite', 'Mariposa', '37.51077', '-120.0418439')
('Petaluma Municipal', 'Petaluma', '38.2578325', '-122.6055406')
('Westover Field Amador County', 'Jackson', '38.37680111', '-120.7939075')
('Tulelake Municipal', 'Tulelake', '41.88738', '-121.3594331')
('Benton ', 'Redding', '40.57487278', '-122.4080642')
('Trinity Center', 'Trinity Center', '40.98320111', '-122.6941889')
('Rio Vista Municipal', 'Rio Vista', '38.1935', '-121.7023889')
('Fall River Mills', 'Fall River Mills', '41.01877417', '-121.4333136')
('Albert J Ellis', 'Jacksonville', '34.82916444', '-77.61213778')
('Metropolitan Oakland International', 'Oakland', '37.72129083', '-122.2207167')
('Marina Municipal', 'Marina', '36.68190278', '-121.7624492')
('Okeechobee County', 'Okeechobee', '27.26282306', '-80.84978306')
('Kobuk', 'Kobuk', '66.90917056', '-156.8610575')
('Ocala Regional/Jim Taylor ', 'Ocala', '29.17261111', '-82.22416667')
('Nacogdoches-A.L. Mangham Jr. Regional', 'Nacogdoches', '31.57802778', '-94.70954167')
('Oconto Municipal', 'Oconto', '44.8735825', '-87.9090525')
('Warren ', 'Washington', '35.57046806', '-77.04981306')
('Odessa-Schlemeyer ', 'Odessa', '31.92056722', '-102.3870892')
('Evelyn Sharp ', 'Ord', '41.62425', '-98.95236111')
('Branch County Memorial', 'Coldwater', '41.93344861', '-85.052585')
('Oakley Municipal', 'Oakley', '39.10994444', '-100.8164444')
('L. O. Simenstad Municipal', 'Osceola', '45.30858944', '-92.69008056')
('Karl Stefan Memorial', 'Norfolk', '41.98546389', '-97.43511111')
('Hanover County Municipal', 'Richmond', '37.7080325', '-77.43601028')
('Searle ', 'Ogallala', '41.11961111', '-101.7689444')
('Orangeburg Municipal', 'Orangeburg', '33.46094444', '-80.85891667')
('Ogden-Hinckley', 'Ogden', '41.19594417', '-112.012175')
('Kahului', 'Kahului', '20.89864972', '-156.4304578')
('Ontonagon County', 'Ontonagon', '46.84547028', '-89.36708806')
('Ogdensburg Intl', 'Ogdensburg', '44.68185361', '-75.46549917')
('Henry County', 'Napoleon', '41.37427778', '-84.06791667')
('Huron County', 'Norwalk', '41.24476583', '-82.55122722')
('Put In Bay', 'Put In Bay', '41.63674333', '-82.82833333')
('Lt Warren Eaton', 'Norwich', '42.56655417', '-75.52411167')
